"","moduleColors","Gene"
"21464","darkturquoise","gene.Ha412HOChr16g0798981"
"21465","mediumpurple3","gene.Ha412HOChr16g0799001"
"21466","blue","gene.Ha412HOChr16g0799011"
"21467","lightcyan","gene.Ha412HOChr16g0799051"
"21468","ivory","gene.Ha412HOChr16g0799071"
"21469","skyblue","gene.Ha412HOChr16g0799091"
"21470","darkturquoise","gene.Ha412HOChr16g0799151"
"21471","blue","gene.Ha412HOChr16g0799231"
"21472","lightsteelblue","gene.Ha412HOChr16g0799241"
"21473","darkorange2","gene.Ha412HOChr16g0799271"
"21474","darkorange2","gene.Ha412HOChr16g0799281"
"21475","ivory","gene.Ha412HOChr16g0799401"
"21476","blue","gene.Ha412HOChr16g0799411"
"21477","thistle3","gene.Ha412HOChr16g0799431"
"21478","cyan","gene.Ha412HOChr16g0799491"
"21479","black","gene.Ha412HOChr16g0799521"
"21480","salmon","gene.Ha412HOChr16g0799541"
"21481","cyan","gene.Ha412HOChr16g0799571"
"21482","blue","gene.Ha412HOChr16g0799611"
"21483","blue","gene.Ha412HOChr16g0799621"
"21484","darkturquoise","gene.Ha412HOChr16g0799631"
"21485","magenta","gene.Ha412HOChr16g0799661"
"21486","darkturquoise","gene.Ha412HOChr16g0799741"
"21487","blue","gene.Ha412HOChr16g0799791"
"21488","navajowhite1","gene.Ha412HOChr16g0799841"
"21489","turquoise","gene.Ha412HOChr16g0799871"
"21490","salmon4","gene.Ha412HOChr16g0799911"
"21491","ivory","gene.Ha412HOChr16g0799921"
"21492","blue","gene.Ha412HOChr16g0799931"
"21493","midnightblue","gene.Ha412HOChr16g0799941"
"21494","blue","gene.Ha412HOChr16g0799951"
"21495","ivory","gene.Ha412HOChr16g0799991"
"21496","black","gene.Ha412HOChr16g0800001"
"21497","blue","gene.Ha412HOChr16g0800051"
"21498","turquoise","gene.Ha412HOChr16g0800101"
"21499","blue","gene.Ha412HOChr16g0800111"
"21500","ivory","gene.Ha412HOChr16g0800141"
"21501","darkturquoise","gene.Ha412HOChr16g0800161"
"21502","bisque4","gene.Ha412HOChr16g0800171"
"21503","orangered4","gene.Ha412HOChr16g0800201"
"21504","turquoise","gene.Ha412HOChr16g0800211"
"21505","ivory","gene.Ha412HOChr16g0800231"
"21506","greenyellow","gene.Ha412HOChr16g0800241"
"21507","grey60","gene.Ha412HOChr16g0800251"
"21508","darkturquoise","gene.Ha412HOChr16g0800261"
"21509","lightcyan","gene.Ha412HOChr16g0800271"
"21510","pink4","gene.Ha412HOChr16g0800281"
"21511","turquoise","gene.Ha412HOChr16g0800301"
"21512","darkorange2","gene.Ha412HOChr16g0800311"
"21513","blue","gene.Ha412HOChr16g0800321"
"21514","ivory","gene.Ha412HOChr16g0800341"
"21515","tan","gene.Ha412HOChr16g0800351"
"21516","yellow","gene.Ha412HOChr16g0800381"
"21517","darkgrey","gene.Ha412HOChr16g0800391"
"21518","skyblue3","gene.Ha412HOChr16g0800421"
"21519","cyan","gene.Ha412HOChr16g0800431"
"21520","darkgreen","gene.Ha412HOChr16g0800501"
"21521","lavenderblush2","gene.Ha412HOChr16g0800571"
"21522","midnightblue","gene.Ha412HOChr16g0800581"
"21523","lavenderblush2","gene.Ha412HOChr16g0800591"
"21524","navajowhite1","gene.Ha412HOChr16g0800631"
"21525","turquoise","gene.Ha412HOChr16g0800661"
"21526","darkgreen","gene.Ha412HOChr16g0800781"
"21527","blue","gene.Ha412HOChr16g0800801"
"21528","turquoise","gene.Ha412HOChr16g0800821"
"21529","blue","gene.Ha412HOChr16g0800831"
"21530","navajowhite1","gene.Ha412HOChr16g0800851"
"21531","darkturquoise","gene.Ha412HOChr16g0800881"
"21532","darkturquoise","gene.Ha412HOChr16g0800941"
"21533","black","gene.Ha412HOChr16g0801061"
"21534","bisque4","gene.Ha412HOChr16g0801081"
"21535","darkgreen","gene.Ha412HOChr16g0801121"
"21536","turquoise","gene.Ha412HOChr16g0801161"
"21537","cyan","gene.Ha412HOChr16g0801191"
"21538","lightcyan","gene.Ha412HOChr16g0801201"
"21539","lavenderblush3","gene.Ha412HOChr16g0801221"
"21540","black","gene.Ha412HOChr16g0801231"
"21541","blue","gene.Ha412HOChr16g0801251"
"21542","turquoise","gene.Ha412HOChr16g0801311"
"21543","lightcyan","gene.Ha412HOChr16g0801371"
"21544","yellowgreen","gene.Ha412HOChr16g0801401"
"21545","turquoise","gene.Ha412HOChr16g0801431"
"21546","turquoise","gene.Ha412HOChr16g0801471"
"21547","blue","gene.Ha412HOChr16g0801521"
"21548","orangered4","gene.Ha412HOChr16g0801631"
"21549","ivory","gene.Ha412HOChr16g0801651"
"21550","bisque4","gene.Ha412HOChr16g0801821"
"21551","darkgreen","gene.Ha412HOChr16g0801831"
"21552","darkgreen","gene.Ha412HOChr16g0801841"
"21553","turquoise","gene.Ha412HOChr16g0801851"
"21554","blue","gene.Ha412HOChr16g0801871"
"21555","salmon","gene.Ha412HOChr16g0801881"
"21556","grey60","gene.Ha412HOChr16g0801891"
"21557","turquoise","gene.Ha412HOChr16g0801941"
"21558","ivory","gene.Ha412HOChr16g0801981"
"21559","turquoise","gene.Ha412HOChr16g0802071"
"21560","darkturquoise","gene.Ha412HOChr16g0802151"
"21561","darkturquoise","gene.Ha412HOChr16g0802161"
"21562","violet","gene.Ha412HOChr16g0802191"
"21563","greenyellow","gene.Ha412HOChr16g0802221"
"21564","cyan","gene.Ha412HOChr16g0802231"
"21565","cyan","gene.Ha412HOChr16g0802251"
"21566","orangered4","gene.Ha412HOChr16g0802261"
"21567","turquoise","gene.Ha412HOChr16g0802271"
"21568","honeydew","gene.Ha412HOChr16g0802281"
"21569","darkseagreen4","gene.Ha412HOChr16g0802311"
"21570","blue","gene.Ha412HOChr16g0802331"
"21571","orangered4","gene.Ha412HOChr16g0802351"
"21572","mediumpurple3","gene.Ha412HOChr16g0802371"
"21573","mediumpurple3","gene.Ha412HOChr16g0802391"
"21574","orangered4","gene.Ha412HOChr16g0802401"
"21575","blue","gene.Ha412HOChr16g0802421"
"21576","sienna4","gene.Ha412HOChr16g0802431"
"21577","tan","gene.Ha412HOChr16g0802521"
"21578","darkgrey","gene.Ha412HOChr16g0802591"
"21579","violet","gene.Ha412HOChr16g0802601"
"21580","black","gene.Ha412HOChr16g0802641"
"21581","darkturquoise","gene.Ha412HOChr16g0802791"
"21582","black","gene.Ha412HOChr16g0802801"
"21583","blue","gene.Ha412HOChr16g0802861"
"21584","coral1","gene.Ha412HOChr16g0802891"
"21585","turquoise","gene.Ha412HOChr16g0802901"
"21586","salmon4","gene.Ha412HOChr16g0802921"
"21587","violet","gene.Ha412HOChr16g0802931"
"21588","darkmagenta","gene.Ha412HOChr16g0802951"
"21589","yellow","gene.Ha412HOChr16g0802961"
"21590","turquoise","gene.Ha412HOChr16g0802981"
"21591","indianred4","gene.Ha412HOChr16g0803001"
"21592","tan","gene.Ha412HOChr16g0803011"
"21593","yellowgreen","gene.Ha412HOChr16g0803021"
"21594","darkgrey","gene.Ha412HOChr16g0803111"
"21595","darkturquoise","gene.Ha412HOChr16g0803151"
"21596","darkturquoise","gene.Ha412HOChr16g0803171"
"21597","turquoise","gene.Ha412HOChr16g0803191"
"21598","turquoise","gene.Ha412HOChr16g0803231"
"21599","blue","gene.Ha412HOChr16g0803251"
"21600","turquoise","gene.Ha412HOChr16g0803281"
"21601","ivory","gene.Ha412HOChr16g0803301"
"21602","midnightblue","gene.Ha412HOChr16g0803311"
"21603","cyan","gene.Ha412HOChr16g0803331"
"21604","blue","gene.Ha412HOChr16g0803351"
"21605","salmon","gene.Ha412HOChr16g0803361"
"21606","turquoise","gene.Ha412HOChr16g0803371"
"21607","yellow","gene.Ha412HOChr16g0803381"
"21608","blue","gene.Ha412HOChr16g0803451"
"21609","darkgrey","gene.Ha412HOChr16g0803481"
"21610","turquoise","gene.Ha412HOChr16g0803511"
"21611","turquoise","gene.Ha412HOChr16g0803551"
"21612","blue","gene.Ha412HOChr16g0803601"
"21613","black","gene.Ha412HOChr16g0803621"
"21614","cyan","gene.Ha412HOChr16g0803651"
"21615","lightcyan","gene.Ha412HOChr16g0803661"
"21616","cyan","gene.Ha412HOChr16g0803671"
"21617","yellow","gene.Ha412HOChr16g0803691"
"21618","turquoise","gene.Ha412HOChr16g0803701"
"21619","cyan","gene.Ha412HOChr16g0803821"
"21620","turquoise","gene.Ha412HOChr16g0803841"
"21621","turquoise","gene.Ha412HOChr16g0803851"
"21622","turquoise","gene.Ha412HOChr16g0803861"
"21623","blue","gene.Ha412HOChr16g0803901"
"21624","turquoise","gene.Ha412HOChr16g0803941"
"21625","blue","gene.Ha412HOChr16g0803991"
"21626","black","gene.Ha412HOChr16g0804011"
"21627","blue","gene.Ha412HOChr16g0804021"
"21628","black","gene.Ha412HOChr16g0804041"
"21629","lightcyan","gene.Ha412HOChr17g0804091"
"21630","darkviolet","gene.Ha412HOChr17g0804141"
"21631","orange","gene.Ha412HOChr17g0804241"
"21632","orangered1","gene.Ha412HOChr17g0804261"
"21633","midnightblue","gene.Ha412HOChr17g0804281"
"21634","blue","gene.Ha412HOChr17g0804311"
"21635","ivory","gene.Ha412HOChr17g0804351"
"21636","turquoise","gene.Ha412HOChr17g0804371"
"21637","orange","gene.Ha412HOChr17g0804391"
"21638","orange","gene.Ha412HOChr17g0804401"
"21639","darkgreen","gene.Ha412HOChr17g0804451"
"21640","darkgreen","gene.Ha412HOChr17g0804471"
"21641","blue","gene.Ha412HOChr17g0804491"
"21642","tan","gene.Ha412HOChr17g0804501"
"21643","magenta","gene.Ha412HOChr17g0804511"
"21644","orange","gene.Ha412HOChr17g0804521"
"21645","darkturquoise","gene.Ha412HOChr17g0804551"
"21646","orange","gene.Ha412HOChr17g0804581"
"21647","tan","gene.Ha412HOChr17g0804611"
"21648","darkmagenta","gene.Ha412HOChr17g0804621"
"21649","magenta","gene.Ha412HOChr17g0804651"
"21650","grey60","gene.Ha412HOChr17g0804661"
"21651","ivory","gene.Ha412HOChr17g0804681"
"21652","black","gene.Ha412HOChr17g0804691"
"21653","magenta","gene.Ha412HOChr17g0804701"
"21654","blue","gene.Ha412HOChr17g0804721"
"21655","blue","gene.Ha412HOChr17g0804731"
"21656","turquoise","gene.Ha412HOChr17g0804741"
"21657","blue","gene.Ha412HOChr17g0804771"
"21658","orangered4","gene.Ha412HOChr17g0804781"
"21659","yellow","gene.Ha412HOChr17g0804791"
"21660","blue","gene.Ha412HOChr17g0804811"
"21661","bisque4","gene.Ha412HOChr17g0804831"
"21662","darkmagenta","gene.Ha412HOChr17g0804841"
"21663","yellow","gene.Ha412HOChr17g0804851"
"21664","yellow","gene.Ha412HOChr17g0804871"
"21665","antiquewhite2","gene.Ha412HOChr17g0804901"
"21666","blue","gene.Ha412HOChr17g0804921"
"21667","magenta","gene.Ha412HOChr17g0804931"
"21668","paleturquoise","gene.Ha412HOChr17g0804961"
"21669","blue","gene.Ha412HOChr17g0804991"
"21670","darkgreen","gene.Ha412HOChr17g0805021"
"21671","mediumpurple3","gene.Ha412HOChr17g0805051"
"21672","darkturquoise","gene.Ha412HOChr17g0805061"
"21673","cyan","gene.Ha412HOChr17g0805091"
"21674","blue","gene.Ha412HOChr17g0805101"
"21675","salmon4","gene.Ha412HOChr17g0805111"
"21676","black","gene.Ha412HOChr17g0805131"
"21677","darkturquoise","gene.Ha412HOChr17g0805171"
"21678","darkturquoise","gene.Ha412HOChr17g0805191"
"21679","darkorange","gene.Ha412HOChr17g0805201"
"21680","skyblue","gene.Ha412HOChr17g0805221"
"21681","blue","gene.Ha412HOChr17g0805231"
"21682","darkturquoise","gene.Ha412HOChr17g0805241"
"21683","darkturquoise","gene.Ha412HOChr17g0805251"
"21684","orangered4","gene.Ha412HOChr17g0805301"
"21685","black","gene.Ha412HOChr17g0805311"
"21686","cyan","gene.Ha412HOChr17g0805331"
"21687","darkturquoise","gene.Ha412HOChr17g0805341"
"21688","darkolivegreen4","gene.Ha412HOChr17g0805381"
"21689","turquoise","gene.Ha412HOChr17g0805391"
"21690","turquoise","gene.Ha412HOChr17g0805411"
"21691","grey60","gene.Ha412HOChr17g0805421"
"21692","skyblue2","gene.Ha412HOChr17g0805431"
"21693","blue","gene.Ha412HOChr17g0805461"
"21694","blue2","gene.Ha412HOChr17g0805501"
"21695","ivory","gene.Ha412HOChr17g0805511"
"21696","ivory","gene.Ha412HOChr17g0805541"
"21697","yellow","gene.Ha412HOChr17g0805551"
"21698","yellow","gene.Ha412HOChr17g0805561"
"21699","darkturquoise","gene.Ha412HOChr17g0805671"
"21700","darkturquoise","gene.Ha412HOChr17g0805731"
"21701","blue","gene.Ha412HOChr17g0805741"
"21702","salmon","gene.Ha412HOChr17g0805751"
"21703","blue","gene.Ha412HOChr17g0805761"
"21704","ivory","gene.Ha412HOChr17g0805771"
"21705","salmon","gene.Ha412HOChr17g0805801"
"21706","orangered4","gene.Ha412HOChr17g0805811"
"21707","yellow","gene.Ha412HOChr17g0805821"
"21708","magenta","gene.Ha412HOChr17g0805831"
"21709","greenyellow","gene.Ha412HOChr17g0805841"
"21710","blue","gene.Ha412HOChr17g0805861"
"21711","darkmagenta","gene.Ha412HOChr17g0805871"
"21712","salmon","gene.Ha412HOChr17g0805891"
"21713","salmon","gene.Ha412HOChr17g0805901"
"21714","tan","gene.Ha412HOChr17g0805931"
"21715","darkturquoise","gene.Ha412HOChr17g0805961"
"21716","salmon","gene.Ha412HOChr17g0805981"
"21717","black","gene.Ha412HOChr17g0806081"
"21718","antiquewhite2","gene.Ha412HOChr17g0806101"
"21719","ivory","gene.Ha412HOChr17g0806111"
"21720","navajowhite1","gene.Ha412HOChr17g0806151"
"21721","turquoise","gene.Ha412HOChr17g0806171"
"21722","bisque4","gene.Ha412HOChr17g0806181"
"21723","turquoise","gene.Ha412HOChr17g0806191"
"21724","black","gene.Ha412HOChr17g0806201"
"21725","blue","gene.Ha412HOChr17g0806211"
"21726","ivory","gene.Ha412HOChr17g0806221"
"21727","ivory","gene.Ha412HOChr17g0806261"
"21728","skyblue2","gene.Ha412HOChr17g0806271"
"21729","blue","gene.Ha412HOChr17g0806301"
"21730","darkgreen","gene.Ha412HOChr17g0806331"
"21731","blue","gene.Ha412HOChr17g0806341"
"21732","orangered4","gene.Ha412HOChr17g0806391"
"21733","ivory","gene.Ha412HOChr17g0806401"
"21734","salmon","gene.Ha412HOChr17g0806441"
"21735","darkturquoise","gene.Ha412HOChr17g0806461"
"21736","blue","gene.Ha412HOChr17g0806491"
"21737","turquoise","gene.Ha412HOChr17g0806501"
"21738","turquoise","gene.Ha412HOChr17g0806511"
"21739","ivory","gene.Ha412HOChr17g0806541"
"21740","darkturquoise","gene.Ha412HOChr17g0806551"
"21741","ivory","gene.Ha412HOChr17g0806581"
"21742","ivory","gene.Ha412HOChr17g0806591"
"21743","honeydew","gene.Ha412HOChr17g0806601"
"21744","magenta","gene.Ha412HOChr17g0806721"
"21745","blue","gene.Ha412HOChr17g0806781"
"21746","darkturquoise","gene.Ha412HOChr17g0806791"
"21747","salmon","gene.Ha412HOChr17g0806801"
"21748","darkolivegreen","gene.Ha412HOChr17g0806821"
"21749","magenta","gene.Ha412HOChr17g0806831"
"21750","yellow","gene.Ha412HOChr17g0806841"
"21751","tan","gene.Ha412HOChr17g0806851"
"21752","black","gene.Ha412HOChr17g0806861"
"21753","blue","gene.Ha412HOChr17g0806891"
"21754","blue","gene.Ha412HOChr17g0806911"
"21755","antiquewhite4","gene.Ha412HOChr17g0806931"
"21756","turquoise","gene.Ha412HOChr17g0806941"
"21757","midnightblue","gene.Ha412HOChr17g0806961"
"21758","honeydew","gene.Ha412HOChr17g0806971"
"21759","darkorange2","gene.Ha412HOChr17g0806981"
"21760","magenta","gene.Ha412HOChr17g0806991"
"21761","blue","gene.Ha412HOChr17g0807001"
"21762","turquoise","gene.Ha412HOChr17g0807021"
"21763","orangered4","gene.Ha412HOChr17g0807031"
"21764","yellow","gene.Ha412HOChr17g0807051"
"21765","orangered1","gene.Ha412HOChr17g0807061"
"21766","darkgreen","gene.Ha412HOChr17g0807071"
"21767","blue","gene.Ha412HOChr17g0807091"
"21768","blue","gene.Ha412HOChr17g0807111"
"21769","blue","gene.Ha412HOChr17g0807131"
"21770","blue","gene.Ha412HOChr17g0807181"
"21771","tan","gene.Ha412HOChr17g0807191"
"21772","palevioletred3","gene.Ha412HOChr17g0807251"
"21773","orangered4","gene.Ha412HOChr17g0807261"
"21774","paleturquoise","gene.Ha412HOChr17g0807301"
"21775","paleturquoise","gene.Ha412HOChr17g0807321"
"21776","turquoise","gene.Ha412HOChr17g0807361"
"21777","blue","gene.Ha412HOChr17g0807371"
"21778","tan","gene.Ha412HOChr17g0807411"
"21779","tan","gene.Ha412HOChr17g0807451"
"21780","tan","gene.Ha412HOChr17g0807471"
"21781","paleturquoise","gene.Ha412HOChr17g0807481"
"21782","darkmagenta","gene.Ha412HOChr17g0807491"
"21783","cyan","gene.Ha412HOChr17g0807511"
"21784","greenyellow","gene.Ha412HOChr17g0807541"
"21785","black","gene.Ha412HOChr17g0807551"
"21786","darkmagenta","gene.Ha412HOChr17g0807601"
"21787","ivory","gene.Ha412HOChr17g0807621"
"21788","blue","gene.Ha412HOChr17g0807631"
"21789","magenta","gene.Ha412HOChr17g0807671"
"21790","blue","gene.Ha412HOChr17g0807681"
"21791","darkturquoise","gene.Ha412HOChr17g0807711"
"21792","darkmagenta","gene.Ha412HOChr17g0807741"
"21793","darkturquoise","gene.Ha412HOChr17g0807771"
"21794","darkmagenta","gene.Ha412HOChr17g0807841"
"21795","plum2","gene.Ha412HOChr17g0807881"
"21796","black","gene.Ha412HOChr17g0807891"
"21797","violet","gene.Ha412HOChr17g0807901"
"21798","darkorange2","gene.Ha412HOChr17g0807921"
"21799","darkorange2","gene.Ha412HOChr17g0807941"
"21800","lightcoral","gene.Ha412HOChr17g0807981"
"21801","bisque4","gene.Ha412HOChr17g0808011"
"21802","yellow","gene.Ha412HOChr17g0808091"
"21803","blue","gene.Ha412HOChr17g0808101"
"21804","darkseagreen4","gene.Ha412HOChr17g0808111"
"21805","blue","gene.Ha412HOChr17g0808121"
"21806","orange","gene.Ha412HOChr17g0808131"
"21807","darkturquoise","gene.Ha412HOChr17g0808141"
"21808","yellow","gene.Ha412HOChr17g0808151"
"21809","darkturquoise","gene.Ha412HOChr17g0808171"
"21810","cyan","gene.Ha412HOChr17g0808271"
"21811","blue","gene.Ha412HOChr17g0808301"
"21812","darkseagreen4","gene.Ha412HOChr17g0808381"
"21813","palevioletred3","gene.Ha412HOChr17g0808391"
"21814","black","gene.Ha412HOChr17g0808411"
"21815","tan","gene.Ha412HOChr17g0808451"
"21816","orange","gene.Ha412HOChr17g0808461"
"21817","salmon2","gene.Ha412HOChr17g0808511"
"21818","tan","gene.Ha412HOChr17g0808551"
"21819","lightcyan","gene.Ha412HOChr17g0809061"
"21820","blue","gene.Ha412HOChr17g0809071"
"21821","yellow","gene.Ha412HOChr17g0809081"
"21822","tan","gene.Ha412HOChr17g0809141"
"21823","blue","gene.Ha412HOChr17g0809151"
"21824","turquoise","gene.Ha412HOChr17g0809161"
"21825","mediumpurple3","gene.Ha412HOChr17g0809171"
"21826","orange","gene.Ha412HOChr17g0809181"
"21827","blue","gene.Ha412HOChr17g0809191"
"21828","saddlebrown","gene.Ha412HOChr17g0809201"
"21829","yellow","gene.Ha412HOChr17g0809211"
"21830","yellowgreen","gene.Ha412HOChr17g0809231"
"21831","magenta","gene.Ha412HOChr17g0809241"
"21832","navajowhite1","gene.Ha412HOChr17g0809251"
"21833","tan","gene.Ha412HOChr17g0809261"
"21834","darkmagenta","gene.Ha412HOChr17g0809341"
"21835","tan","gene.Ha412HOChr17g0809401"
"21836","darkgreen","gene.Ha412HOChr17g0809421"
"21837","magenta","gene.Ha412HOChr17g0809441"
"21838","darkturquoise","gene.Ha412HOChr17g0809451"
"21839","blue","gene.Ha412HOChr17g0809461"
"21840","ivory","gene.Ha412HOChr17g0809501"
"21841","turquoise","gene.Ha412HOChr17g0809511"
"21842","tan","gene.Ha412HOChr17g0809561"
"21843","antiquewhite4","gene.Ha412HOChr17g0809621"
"21844","black","gene.Ha412HOChr17g0809631"
"21845","antiquewhite4","gene.Ha412HOChr17g0809641"
"21846","antiquewhite4","gene.Ha412HOChr17g0809741"
"21847","turquoise","gene.Ha412HOChr17g0809751"
"21848","darkolivegreen","gene.Ha412HOChr17g0809781"
"21849","turquoise","gene.Ha412HOChr17g0809831"
"21850","turquoise","gene.Ha412HOChr17g0809871"
"21851","darkolivegreen","gene.Ha412HOChr17g0810021"
"21852","orange","gene.Ha412HOChr17g0810041"
"21853","skyblue3","gene.Ha412HOChr17g0810071"
"21854","skyblue3","gene.Ha412HOChr17g0810121"
"21855","skyblue3","gene.Ha412HOChr17g0810161"
"21856","antiquewhite4","gene.Ha412HOChr17g0810171"
"21857","yellow","gene.Ha412HOChr17g0810191"
"21858","tan","gene.Ha412HOChr17g0810221"
"21859","skyblue3","gene.Ha412HOChr17g0810241"
"21860","midnightblue","gene.Ha412HOChr17g0810291"
"21861","blue","gene.Ha412HOChr17g0810341"
"21862","darkorange2","gene.Ha412HOChr17g0810491"
"21863","darkolivegreen","gene.Ha412HOChr17g0810541"
"21864","skyblue1","gene.Ha412HOChr17g0810571"
"21865","blue","gene.Ha412HOChr17g0810581"
"21866","blue","gene.Ha412HOChr17g0810641"
"21867","darkturquoise","gene.Ha412HOChr17g0810651"
"21868","darkturquoise","gene.Ha412HOChr17g0810661"
"21869","turquoise","gene.Ha412HOChr17g0810671"
"21870","tan","gene.Ha412HOChr17g0810711"
"21871","turquoise","gene.Ha412HOChr17g0810721"
"21872","antiquewhite4","gene.Ha412HOChr17g0810741"
"21873","turquoise","gene.Ha412HOChr17g0810771"
"21874","skyblue2","gene.Ha412HOChr17g0810781"
"21875","mediumpurple3","gene.Ha412HOChr17g0810801"
"21876","blue","gene.Ha412HOChr17g0810831"
"21877","orangered4","gene.Ha412HOChr17g0810851"
"21878","darkmagenta","gene.Ha412HOChr17g0810861"
"21879","turquoise","gene.Ha412HOChr17g0810891"
"21880","darkturquoise","gene.Ha412HOChr17g0810941"
"21881","darkturquoise","gene.Ha412HOChr17g0810971"
"21882","blue","gene.Ha412HOChr17g0810981"
"21883","blue","gene.Ha412HOChr17g0810991"
"21884","ivory","gene.Ha412HOChr17g0811051"
"21885","coral2","gene.Ha412HOChr17g0811071"
"21886","palevioletred3","gene.Ha412HOChr17g0811091"
"21887","black","gene.Ha412HOChr17g0811101"
"21888","orangered4","gene.Ha412HOChr17g0811171"
"21889","blue","gene.Ha412HOChr17g0811311"
"21890","salmon","gene.Ha412HOChr17g0811351"
"21891","darkturquoise","gene.Ha412HOChr17g0811371"
"21892","skyblue3","gene.Ha412HOChr17g0811381"
"21893","turquoise","gene.Ha412HOChr17g0811411"
"21894","blue","gene.Ha412HOChr17g0811421"
"21895","darkolivegreen","gene.Ha412HOChr17g0811441"
"21896","yellow","gene.Ha412HOChr17g0811471"
"21897","lightcyan","gene.Ha412HOChr17g0811491"
"21898","orangered4","gene.Ha412HOChr17g0811501"
"21899","skyblue3","gene.Ha412HOChr17g0811511"
"21900","black","gene.Ha412HOChr17g0811521"
"21901","blue","gene.Ha412HOChr17g0811531"
"21902","darkturquoise","gene.Ha412HOChr17g0811561"
"21903","darkolivegreen","gene.Ha412HOChr17g0811571"
